N,P,K,temperature,humidity,ph,rainfall,label
20,58,20,28.56,49.23,6.55,70.78,chickpea
24,64,18,26.12,45.78,7.08,50.12,chickpea
18,56,22,27.78,51.67,6.38,78.45,chickpea
22,62,16,28.23,48.12,6.88,56.78,chickpea
26,66,24,26.67,46.34,7.42,82.12,chickpea
20,54,20,27.34,50.89,6.65,66.45,chickpea
24,68,18,28.78,47.45,7.22,52.78,chickpea
18,60,22,26.23,49.56,6.42,76.12,chickpea
22,58,16,27.56,45.12,6.92,60.45,chickpea
26,64,24,28.45,51.34,7.35,84.78,chickpea
20,56,20,26.89,48.78,6.48,72.12,chickpea
24,62,18,27.12,46.23,7.08,48.45,chickpea
18,66,22,28.34,50.56,6.58,80.78,chickpea
22,54,16,26.56,47.89,6.82,54.12,chickpea
26,68,24,27.78,49.34,7.42,86.45,chickpea
20,60,20,28.12,45.67,6.62,68.78,chickpea
24,58,18,26.34,51.12,7.18,56.12,chickpea
18,64,22,27.56,48.45,6.45,74.45,chickpea
22,56,16,28.89,46.78,6.88,60.78,chickpea
26,62,24,26.12,50.23,7.38,88.12,chickpea
20,66,20,27.45,47.56,6.52,64.45,chickpea
24,54,18,28.23,49.89,7.22,50.78,chickpea
18,68,22,26.78,45.23,6.42,82.12,chickpea
22,60,16,27.34,51.45,6.92,58.45,chickpea
26,58,24,28.56,48.12,7.35,84.78,chickpea
20,64,20,26.23,46.34,6.68,72.12,chickpea
24,56,18,27.89,50.67,7.08,52.45,chickpea
18,62,22,28.12,47.23,6.38,76.78,chickpea
22,66,16,26.67,49.56,6.82,62.12,chickpea
26,54,24,27.56,45.78,7.42,86.45,chickpea
20,68,20,28.34,51.12,6.55,66.78,chickpea
24,60,18,26.12,48.34,7.18,54.12,chickpea
18,58,22,27.78,46.56,6.45,78.45,chickpea
22,64,16,28.45,50.78,6.95,58.78,chickpea
26,56,24,26.89,47.12,7.38,82.12,chickpea
20,62,20,27.23,49.45,6.62,70.45,chickpea
24,66,18,28.67,45.89,7.22,48.78,chickpea
18,54,22,26.45,51.34,6.48,80.12,chickpea
22,68,16,27.78,48.67,6.88,56.45,chickpea
26,60,24,28.23,46.12,7.35,84.78,chickpea
20,58,20,26.67,50.45,6.52,72.12,chickpea
24,64,18,27.34,47.78,7.08,50.45,chickpea
18,56,22,28.89,49.23,6.42,76.78,chickpea
22,62,16,26.12,45.56,6.82,62.12,chickpea
26,66,24,27.56,51.89,7.42,88.45,chickpea
20,54,20,28.34,48.34,6.65,64.78,chickpea
24,68,18,26.78,46.67,7.18,52.12,chickpea
18,60,22,27.45,50.12,6.38,74.45,chickpea
22,58,16,28.12,47.45,6.92,60.78,chickpea
26,64,24,26.34,49.78,7.35,82.12,chickpea
20,56,20,27.89,46.23,6.48,68.45,chickpea
24,62,18,28.56,50.56,7.22,48.78,chickpea
18,66,22,26.23,48.89,6.58,80.12,chickpea
22,54,16,27.67,45.34,6.82,54.45,chickpea
26,68,24,28.23,51.67,7.45,86.78,chickpea
20,60,20,26.78,47.12,6.55,66.12,chickpea
24,58,18,27.12,49.45,7.08,56.45,chickpea
18,64,22,28.78,46.78,6.42,78.78,chickpea
22,56,16,26.45,50.23,6.88,62.12,chickpea
26,62,24,27.34,48.56,7.38,84.45,chickpea
20,66,20,28.89,45.89,6.62,72.78,chickpea
24,54,18,26.12,51.23,7.22,50.12,chickpea
18,68,22,27.78,47.56,6.45,76.45,chickpea
22,60,16,28.34,49.89,6.95,58.78,chickpea
26,58,24,26.67,46.23,7.42,88.12,chickpea
20,64,20,27.89,50.56,6.52,64.45,chickpea
24,56,18,28.12,48.34,7.08,52.78,chickpea
18,62,22,26.34,45.67,6.38,82.12,chickpea
22,66,16,27.56,51.45,6.82,56.45,chickpea
26,54,24,28.78,47.78,7.38,86.78,chickpea
36,68,20,24.23,72.45,6.45,148.12,kidneybeans
40,72,24,23.56,70.23,6.82,138.56,kidneybeans
32,64,18,24.89,74.67,7.18,156.34,kidneybeans
44,76,26,23.12,69.34,6.38,132.78,kidneybeans
34,68,22,24.67,73.12,6.92,162.12,kidneybeans
42,70,20,23.78,71.56,7.35,142.45,kidneybeans
38,66,24,24.34,75.23,6.55,128.78,kidneybeans
30,78,18,23.45,68.45,6.78,168.12,kidneybeans
46,72,26,24.56,72.34,7.22,136.45,kidneybeans
36,64,20,23.89,73.78,6.42,152.78,kidneybeans
40,76,22,24.12,70.67,6.88,146.12,kidneybeans
32,68,24,23.34,74.12,7.38,158.45,kidneybeans
44,70,18,24.78,69.56,6.52,130.78,kidneybeans
34,66,26,23.67,72.89,6.95,164.12,kidneybeans
42,78,20,24.23,71.23,7.28,140.45,kidneybeans
38,72,22,23.12,75.45,6.62,126.78,kidneybeans
30,64,24,24.56,68.78,6.78,170.12,kidneybeans
46,76,18,23.78,73.34,7.15,134.45,kidneybeans
36,68,26,24.34,70.12,6.35,154.78,kidneybeans
40,70,20,23.45,74.56,6.92,144.12,kidneybeans
32,66,22,24.89,69.23,7.42,160.45,kidneybeans
44,78,24,23.23,72.67,6.48,128.78,kidneybeans
34,72,18,24.67,71.45,6.82,166.12,kidneybeans
42,64,26,23.56,75.12,7.35,138.45,kidneybeans
38,76,20,24.12,70.78,6.55,150.78,kidneybeans
30,68,22,23.89,68.34,6.78,172.12,kidneybeans
46,70,24,24.45,73.56,7.22,132.45,kidneybeans
36,66,18,23.34,74.89,6.38,156.78,kidneybeans
40,78,26,24.78,69.67,6.88,142.12,kidneybeans
32,72,20,23.67,72.12,7.38,162.45,kidneybeans
44,64,22,24.23,71.34,6.52,126.78,kidneybeans
34,76,24,23.12,75.67,6.95,168.12,kidneybeans
42,68,18,24.56,70.45,7.28,136.45,kidneybeans
38,70,26,23.78,73.23,6.62,152.78,kidneybeans
30,66,20,24.34,68.12,6.78,174.12,kidneybeans
46,78,22,23.45,72.78,7.15,130.45,kidneybeans
36,72,24,24.67,74.45,6.42,158.78,kidneybeans
40,64,18,23.23,69.89,6.82,144.12,kidneybeans
32,76,26,24.89,71.67,7.42,164.45,kidneybeans
44,68,20,23.56,75.34,6.35,124.78,kidneybeans
34,70,22,24.12,70.23,6.92,170.12,kidneybeans
42,66,24,23.89,73.56,7.28,140.45,kidneybeans
38,78,18,24.45,69.34,6.55,154.78,kidneybeans
30,72,26,23.34,72.67,6.78,176.12,kidneybeans
46,64,20,24.78,74.12,7.18,128.45,kidneybeans
36,76,22,23.67,70.56,6.38,160.78,kidneybeans
40,68,24,24.23,73.89,6.92,146.12,kidneybeans
32,70,18,23.12,69.45,7.35,166.45,kidneybeans
44,66,26,24.56,72.34,6.48,122.78,kidneybeans
34,78,20,23.78,75.78,6.82,172.12,kidneybeans
42,72,22,24.34,71.12,7.22,138.45,kidneybeans
38,64,24,23.45,73.45,6.62,156.78,kidneybeans
30,76,18,24.67,68.78,6.78,178.12,kidneybeans
46,68,26,23.23,72.23,7.15,126.45,kidneybeans
36,70,20,24.89,74.67,6.35,162.78,kidneybeans
40,66,22,23.56,70.34,6.88,148.12,kidneybeans
32,78,24,24.12,73.78,7.42,168.45,kidneybeans
44,72,18,23.89,69.12,6.52,120.78,kidneybeans
34,64,26,24.45,75.56,6.92,174.12,kidneybeans
42,76,20,23.34,71.45,7.28,136.45,kidneybeans
38,68,22,24.78,73.12,6.55,158.78,kidneybeans
30,70,24,23.67,68.56,6.78,180.12,kidneybeans
46,66,18,24.23,72.45,7.18,124.45,kidneybeans
36,78,26,23.12,74.34,6.42,164.78,kidneybeans
40,72,20,24.56,70.78,6.82,150.12,kidneybeans
32,64,22,23.78,73.67,7.38,170.45,kidneybeans
44,76,24,24.34,69.45,6.35,118.78,kidneybeans
34,68,18,23.45,75.23,6.92,176.12,kidneybeans
42,70,26,24.67,71.78,7.28,134.45,kidneybeans
38,66,20,23.23,72.89,6.62,160.78,kidneybeans
30,78,22,24.89,68.34,6.78,182.12,kidneybeans
46,72,24,23.56,74.56,7.15,122.45,kidneybeans
36,64,18,24.12,70.12,6.38,166.78,kidneybeans
40,76,26,23.89,73.34,6.92,152.12,kidneybeans
32,68,20,24.45,69.78,7.42,172.45,kidneybeans
44,70,22,23.12,75.12,6.48,116.78,kidneybeans
34,66,24,24.78,72.56,6.82,178.12,kidneybeans
42,78,18,23.67,71.34,7.22,132.45,kidneybeans
38,72,26,24.23,73.78,6.55,162.78,kidneybeans
30,64,20,23.34,68.12,6.78,184.12,kidneybeans
46,76,22,24.56,74.89,7.18,120.45,kidneybeans
36,68,24,23.89,70.45,6.42,168.78,kidneybeans
40,70,18,24.12,73.12,6.88,154.12,kidneybeans
32,66,26,23.56,69.56,7.38,174.45,kidneybeans
44,78,20,24.67,75.34,6.35,114.78,kidneybeans
34,72,22,23.23,72.78,6.92,180.12,kidneybeans
42,64,24,24.34,71.56,7.28,130.45,kidneybeans
38,76,18,23.78,73.45,6.62,164.78,kidneybeans
30,68,26,24.89,68.89,6.78,186.12,kidneybeans
46,70,20,23.12,74.12,7.15,118.45,kidneybeans
36,66,22,24.56,70.78,6.38,170.78,kidneybeans
40,78,24,23.45,73.56,6.92,156.12,kidneybeans
32,72,18,24.23,69.23,7.42,176.45,kidneybeans
44,64,26,23.67,75.67,6.48,112.78,kidneybeans
12,42,10,30.12,85.23,6.48,35.12,mothbeans
16,38,8,29.45,83.56,6.85,42.34,mothbeans
10,46,12,31.23,87.12,6.12,28.45,mothbeans
14,40,14,30.56,84.34,6.62,38.78,mothbeans
18,44,10,29.12,86.67,7.08,48.12,mothbeans
12,36,8,31.67,82.45,6.38,32.45,mothbeans
16,48,12,30.23,88.23,6.72,25.78,mothbeans
10,42,14,29.78,85.56,6.95,45.12,mothbeans
14,38,10,31.45,83.12,6.28,52.45,mothbeans
18,46,8,30.34,87.34,7.18,30.78,mothbeans
12,40,12,29.56,84.78,6.55,38.12,mothbeans
16,44,14,31.12,82.23,6.42,48.45,mothbeans
10,36,10,30.78,86.45,6.88,22.78,mothbeans
14,48,8,29.23,85.12,7.28,42.12,mothbeans
18,42,12,31.56,83.67,6.45,55.45,mothbeans
12,38,14,30.12,87.89,6.72,28.78,mothbeans
16,46,10,29.67,84.23,6.18,36.12,mothbeans
10,40,8,31.34,82.56,6.95,50.45,mothbeans
14,44,12,30.45,86.12,7.35,25.78,mothbeans
18,36,14,29.12,85.78,6.38,40.12,mothbeans
12,48,10,31.78,83.34,6.62,32.45,mothbeans
16,42,8,30.23,87.56,6.85,52.78,mothbeans
10,38,12,29.56,84.45,6.22,20.12,mothbeans
14,46,14,31.12,82.78,7.08,45.45,mothbeans
18,40,10,30.67,86.23,6.48,58.78,mothbeans
12,44,8,29.34,85.34,6.75,30.12,mothbeans
16,36,12,31.45,83.89,6.35,34.45,mothbeans
10,48,14,30.78,87.12,6.92,48.78,mothbeans
14,42,10,29.23,84.56,7.22,22.12,mothbeans
18,38,8,31.56,82.12,6.42,42.45,mothbeans
12,46,12,30.12,86.78,6.68,28.78,mothbeans
16,40,14,29.78,83.23,6.88,56.12,mothbeans
10,44,10,31.23,87.45,6.15,18.45,mothbeans
14,36,8,30.45,85.67,7.32,44.78,mothbeans
18,48,12,29.12,84.12,6.52,60.12,mothbeans
12,42,14,31.67,82.56,6.78,26.45,mothbeans
16,38,10,30.34,86.34,6.38,35.78,mothbeans
10,46,8,29.56,87.78,6.95,46.12,mothbeans
14,40,12,31.12,83.45,7.18,20.45,mothbeans
18,44,14,30.78,85.23,6.45,40.78,mothbeans
12,36,10,29.23,84.67,6.72,30.12,mothbeans
16,48,8,31.45,82.34,6.62,54.45,mothbeans
10,42,12,30.56,87.12,6.22,16.78,mothbeans
14,38,14,29.78,85.89,7.28,46.12,mothbeans
18,46,10,31.12,83.56,6.48,62.45,mothbeans
12,40,8,30.23,86.23,6.85,24.78,mothbeans
16,44,12,29.45,84.78,6.35,38.12,mothbeans
10,36,14,31.56,82.12,6.92,50.45,mothbeans
14,48,10,30.67,87.34,7.15,18.78,mothbeans
18,42,8,29.12,85.45,6.42,42.12,mothbeans
12,38,12,31.23,83.78,6.78,28.45,mothbeans
16,46,14,30.45,86.56,6.58,55.78,mothbeans
10,40,10,29.78,84.12,6.25,14.12,mothbeans
14,44,8,31.34,82.67,7.32,44.45,mothbeans
18,36,12,30.12,87.89,6.55,64.78,mothbeans
12,48,14,29.56,85.34,6.72,22.12,mothbeans
16,42,10,31.67,83.23,6.38,36.45,mothbeans
10,38,8,30.34,86.78,6.98,48.78,mothbeans
14,40,12,29.23,84.45,7.22,16.12,mothbeans
18,46,14,31.45,82.56,6.45,40.45,mothbeans
12,44,10,30.56,87.12,6.82,26.78,mothbeans
16,36,8,29.78,83.67,6.62,58.12,mothbeans
10,48,12,31.12,86.34,6.18,12.45,mothbeans
14,42,14,30.23,85.78,7.38,48.78,mothbeans
18,38,10,29.34,84.23,6.48,62.12,mothbeans
12,46,8,31.56,82.89,6.85,24.45,mothbeans
16,40,12,30.67,86.56,6.32,34.78,mothbeans
10,44,14,29.56,87.45,6.95,52.12,mothbeans
14,36,10,31.23,83.34,7.18,18.45,mothbeans
18,48,8,30.12,85.89,6.42,38.78,mothbeans
12,42,12,29.78,84.56,6.75,28.12,mothbeans
16,38,14,31.45,82.23,6.55,56.45,mothbeans
10,46,10,30.34,87.67,6.22,10.78,mothbeans
14,40,8,29.12,85.12,7.28,48.12,mothbeans
18,44,12,31.78,83.56,6.52,60.45,mothbeans
12,36,14,30.45,86.78,6.88,22.78,mothbeans
16,48,10,29.67,84.34,6.35,32.12,mothbeans
10,42,8,31.12,87.23,6.98,50.45,mothbeans
14,38,12,30.78,83.78,7.22,16.78,mothbeans
18,46,14,29.23,85.67,6.45,36.12,mothbeans
12,40,10,31.56,82.45,6.78,26.45,mothbeans
16,44,8,30.12,86.23,6.62,58.78,mothbeans
10,36,12,29.78,84.89,6.18,8.12,mothbeans
14,48,14,31.34,83.12,7.35,48.45,mothbeans
18,42,10,30.56,87.34,6.42,64.78,mothbeans
12,38,8,29.23,85.56,6.85,20.12,mothbeans
16,46,12,31.67,82.78,6.38,30.45,mothbeans
10,40,14,30.23,86.45,6.95,54.78,mothbeans
14,44,10,29.45,84.12,7.18,14.12,mothbeans
18,36,8,31.12,83.34,6.48,38.45,mothbeans
12,48,12,30.78,87.56,6.72,24.78,mothbeans
16,42,14,29.56,85.23,6.55,60.12,mothbeans
10,38,10,31.23,84.67,6.28,6.45,mothbeans
0,35,5,35.12,58.23,6.82,48.34,mungbean
5,30,8,34.56,56.45,7.15,55.67,mungbean
2,38,3,36.23,60.12,6.48,42.12,mungbean
8,32,10,35.78,57.78,6.92,52.45,mungbean
0,40,6,34.12,59.34,7.38,62.78,mungbean
4,36,4,36.56,55.67,6.55,45.12,mungbean
6,28,8,35.34,61.23,7.22,38.45,mungbean
2,42,5,34.89,58.56,6.72,58.78,mungbean
8,34,10,36.45,56.12,6.38,35.12,mungbean
0,38,3,35.67,60.45,7.42,65.45,mungbean
4,30,8,34.23,57.34,6.62,50.78,mungbean
6,44,6,36.78,55.23,7.08,32.12,mungbean
2,36,4,35.12,61.56,6.45,56.45,mungbean
8,40,10,34.67,58.89,6.88,40.78,mungbean
0,32,5,36.34,56.67,7.35,68.12,mungbean
4,42,8,35.45,59.12,6.52,48.45,mungbean
6,28,3,34.78,55.45,7.18,28.78,mungbean
2,38,6,36.12,61.78,6.78,54.12,mungbean
8,34,4,35.23,57.56,6.35,38.45,mungbean
0,40,10,34.56,60.23,7.42,62.78,mungbean
4,36,5,36.89,56.34,6.58,46.12,mungbean
6,30,8,35.67,59.45,7.12,30.45,mungbean
2,44,3,34.12,62.12,6.42,60.78,mungbean
8,32,6,36.45,57.23,6.85,35.12,mungbean
0,42,10,35.78,55.78,7.38,66.45,mungbean
4,38,4,34.34,60.56,6.72,50.78,mungbean
6,28,5,36.23,56.89,7.08,26.12,mungbean
2,36,8,35.56,61.34,6.45,52.45,mungbean
8,40,3,34.89,58.12,6.88,38.78,mungbean
0,34,6,36.67,55.45,7.32,70.12,mungbean
4,44,10,35.12,59.78,6.55,44.45,mungbean
6,30,4,34.45,62.45,7.22,28.78,mungbean
2,42,8,36.78,57.67,6.42,58.12,mungbean
8,36,5,35.34,56.12,6.82,32.45,mungbean
0,38,3,34.67,60.89,7.42,64.78,mungbean
4,32,6,36.12,55.34,6.62,48.12,mungbean
6,40,10,35.78,59.23,7.08,24.45,mungbean
2,28,4,34.23,62.56,6.38,56.78,mungbean
8,44,8,36.56,57.45,6.95,40.12,mungbean
0,36,5,35.45,55.78,7.35,68.45,mungbean
4,42,3,34.78,60.12,6.52,42.78,mungbean
6,34,6,36.34,56.56,7.18,26.12,mungbean
2,38,10,35.12,61.89,6.45,54.45,mungbean
8,30,4,34.56,58.34,6.88,36.78,mungbean
0,40,8,36.78,55.12,7.42,72.12,mungbean
4,44,5,35.67,59.56,6.72,46.45,mungbean
6,32,3,34.12,62.23,7.08,22.78,mungbean
2,36,6,36.45,57.78,6.48,58.12,mungbean
8,42,10,35.23,56.45,6.82,30.45,mungbean
0,28,4,34.89,60.67,7.38,66.78,mungbean
4,38,8,36.12,55.56,6.55,44.12,mungbean
6,34,5,35.56,59.34,7.22,28.45,mungbean
2,40,3,34.23,62.78,6.42,52.78,mungbean
8,30,6,36.67,57.12,6.92,34.12,mungbean
0,44,10,35.78,55.34,7.35,70.45,mungbean
4,36,4,34.45,60.45,6.68,48.78,mungbean
6,42,8,36.23,56.78,7.08,20.12,mungbean
2,28,5,35.34,62.12,6.38,56.45,mungbean
8,38,3,34.67,58.56,6.85,32.78,mungbean
0,32,6,36.56,54.89,7.42,64.12,mungbean
4,40,10,35.12,59.78,6.52,42.45,mungbean
6,44,4,34.78,56.34,7.15,26.78,mungbean
2,34,8,36.34,61.56,6.45,54.12,mungbean
8,36,5,35.56,57.23,6.92,36.45,mungbean
0,42,3,34.12,60.89,7.38,68.78,mungbean
4,28,6,36.78,55.67,6.62,46.12,mungbean
6,38,10,35.23,59.12,7.08,18.45,mungbean
2,30,4,34.56,62.45,6.35,52.78,mungbean
8,44,8,36.12,57.56,6.88,30.12,mungbean
0,40,5,35.89,54.78,7.42,72.45,mungbean
4,34,3,34.34,60.34,6.55,44.78,mungbean
6,36,6,36.56,56.12,7.22,24.12,mungbean
2,42,10,35.67,61.23,6.42,50.45,mungbean
8,32,4,34.78,58.78,6.82,34.78,mungbean
0,38,8,36.23,55.12,7.35,66.12,mungbean
4,44,5,35.12,59.45,6.72,48.45,mungbean
6,30,3,34.45,62.67,7.08,22.78,mungbean
2,28,6,36.78,57.34,6.48,56.12,mungbean
8,40,10,35.34,56.56,6.92,28.45,mungbean
0,36,4,34.89,60.12,7.42,64.78,mungbean
4,34,8,36.45,55.45,6.58,40.12,mungbean
6,42,5,35.56,59.78,7.15,26.45,mungbean
2,44,3,34.12,62.34,6.38,54.78,mungbean
8,38,6,36.12,57.89,6.85,32.12,mungbean
0,30,10,35.78,54.56,7.38,70.45,mungbean
4,32,4,34.56,60.67,6.65,46.78,mungbean
6,40,8,36.34,56.23,7.08,16.12,mungbean
2,36,5,35.23,61.56,6.42,52.45,mungbean
8,28,3,34.78,58.12,6.88,36.78,mungbean
0,44,6,36.67,55.34,7.42,68.12,mungbean
4,38,10,35.45,59.23,6.52,42.45,mungbean
6,34,4,34.23,62.78,7.18,24.78,mungbean
2,42,8,36.12,57.45,6.48,58.12,mungbean
8,30,5,35.67,56.34,6.92,30.45,mungbean
0,40,3,34.34,60.56,7.35,66.78,mungbean
4,36,6,36.89,55.78,6.62,48.12,mungbean
35,68,20,34.23,52.45,6.82,38.12,pigeon_peas
40,64,18,33.56,50.23,7.18,45.34,pigeon_peas
30,72,22,35.12,54.67,6.48,32.45,pigeon_peas
38,66,24,34.78,51.34,6.95,42.78,pigeon_peas
32,70,16,33.12,53.12,7.38,52.12,pigeon_peas
42,62,20,35.56,49.56,6.62,36.45,pigeon_peas
36,74,18,34.23,55.23,7.22,28.78,pigeon_peas
28,68,22,33.78,52.89,6.35,48.12,pigeon_peas
44,66,24,35.45,50.45,6.88,55.45,pigeon_peas
34,70,16,34.12,54.12,7.42,30.78,pigeon_peas
40,62,20,33.56,51.78,6.52,40.12,pigeon_peas
30,72,18,35.23,49.34,7.08,48.45,pigeon_peas
38,74,22,34.67,55.56,6.45,25.78,pigeon_peas
32,66,24,33.23,52.23,6.78,44.12,pigeon_peas
42,68,16,35.89,50.67,7.35,58.45,pigeon_peas
36,64,20,34.45,53.89,6.55,34.78,pigeon_peas
28,70,18,33.12,49.12,7.18,42.12,pigeon_peas
44,72,22,35.67,54.45,6.38,22.45,pigeon_peas
34,62,24,34.78,51.56,6.92,50.78,pigeon_peas
40,66,16,33.45,55.78,7.45,28.12,pigeon_peas
30,74,20,35.12,50.34,6.68,38.45,pigeon_peas
38,68,18,34.34,52.67,7.12,46.78,pigeon_peas
32,64,22,33.89,54.23,6.42,20.12,pigeon_peas
42,70,24,35.56,49.78,6.82,52.45,pigeon_peas
36,72,16,34.12,53.45,7.28,56.78,pigeon_peas
28,66,20,33.67,51.12,6.55,32.12,pigeon_peas
44,62,18,35.23,55.34,7.42,40.45,pigeon_peas
34,74,22,34.56,50.56,6.38,18.78,pigeon_peas
40,68,24,33.12,52.78,6.88,48.12,pigeon_peas
30,70,16,35.78,49.23,7.22,54.45,pigeon_peas
38,64,20,34.45,54.67,6.52,26.78,pigeon_peas
32,72,18,33.23,51.34,7.08,44.12,pigeon_peas
42,66,22,35.89,55.12,6.45,24.45,pigeon_peas
36,62,24,34.12,50.45,6.78,56.78,pigeon_peas
28,74,16,33.78,53.23,7.38,60.12,pigeon_peas
44,68,20,35.34,49.67,6.62,30.45,pigeon_peas
34,70,18,34.67,52.12,7.18,38.78,pigeon_peas
40,64,22,33.45,54.89,6.35,16.12,pigeon_peas
30,66,24,35.12,51.56,6.92,46.45,pigeon_peas
38,72,16,34.23,55.34,7.42,52.78,pigeon_peas
32,62,20,33.89,50.23,6.55,24.12,pigeon_peas
42,74,18,35.67,52.45,7.08,42.45,pigeon_peas
36,68,22,34.34,54.78,6.42,18.78,pigeon_peas
28,70,24,33.12,51.89,6.88,54.12,pigeon_peas
44,66,16,35.45,49.34,7.28,58.45,pigeon_peas
34,64,20,34.78,53.67,6.62,28.78,pigeon_peas
40,72,18,33.56,55.56,7.42,36.12,pigeon_peas
30,62,22,35.23,50.78,6.48,22.45,pigeon_peas
38,74,24,34.45,52.34,6.82,50.78,pigeon_peas
32,68,16,33.78,54.45,7.35,56.12,pigeon_peas
42,70,20,35.12,49.56,6.55,26.45,pigeon_peas
36,66,18,34.56,53.12,7.12,44.78,pigeon_peas
28,64,22,33.23,55.78,6.38,14.12,pigeon_peas
44,72,24,35.78,51.23,6.95,48.45,pigeon_peas
34,62,16,34.12,49.78,7.28,60.78,pigeon_peas
40,74,20,33.67,53.45,6.62,30.12,pigeon_peas
30,68,18,35.34,55.12,7.45,38.45,pigeon_peas
38,70,22,34.89,50.67,6.35,16.78,pigeon_peas
32,66,24,33.12,52.89,6.88,46.12,pigeon_peas
42,64,16,35.56,49.23,7.22,54.45,pigeon_peas
36,72,20,34.23,54.56,6.52,22.78,pigeon_peas
28,62,18,33.78,51.45,7.08,42.12,pigeon_peas
44,74,22,35.12,55.34,6.42,12.45,pigeon_peas
34,68,24,34.56,50.12,6.82,52.78,pigeon_peas
40,70,16,33.34,53.78,7.38,58.12,pigeon_peas
30,66,20,35.67,49.45,6.55,24.45,pigeon_peas
38,64,18,34.12,52.23,7.18,40.78,pigeon_peas
32,72,22,33.56,55.56,6.38,10.12,pigeon_peas
42,68,24,35.89,51.34,6.92,48.45,pigeon_peas
36,70,16,34.45,49.67,7.28,56.78,pigeon_peas
28,66,20,33.12,54.12,6.65,20.12,pigeon_peas
44,62,18,35.34,50.78,7.42,36.45,pigeon_peas
34,74,22,34.78,52.56,6.35,8.78,pigeon_peas
40,68,24,33.56,55.23,6.88,50.12,pigeon_peas
30,70,16,35.12,49.34,7.22,62.45,pigeon_peas
38,66,20,34.23,53.45,6.52,18.78,pigeon_peas
32,64,18,33.89,51.12,7.08,44.12,pigeon_peas
42,72,22,35.56,54.78,6.45,6.45,pigeon_peas
36,62,24,34.12,50.45,6.78,46.78,pigeon_peas
28,74,16,33.34,53.67,7.35,60.12,pigeon_peas
44,68,20,35.78,49.23,6.62,22.45,pigeon_peas
34,70,18,34.45,52.34,7.18,38.78,pigeon_peas
40,66,22,33.67,55.12,6.38,4.12,pigeon_peas
30,64,24,35.23,51.56,6.95,52.45,pigeon_peas
38,72,16,34.78,49.89,7.28,58.78,pigeon_peas
32,62,20,33.12,54.34,6.55,16.12,pigeon_peas
42,74,18,35.45,50.67,7.42,34.45,pigeon_peas
36,68,22,34.34,53.23,6.42,2.78,pigeon_peas
28,70,24,33.78,51.78,6.82,50.12,pigeon_peas
44,66,16,35.12,49.45,7.22,62.45,pigeon_peas
34,64,20,34.56,53.89,6.55,14.78,pigeon_peas
40,72,18,33.23,55.34,7.08,32.12,pigeon_peas
30,68,22,35.67,50.12,6.38,0.45,pigeon_peas
38,62,24,34.12,52.67,6.92,48.78,pigeon_peas
32,74,16,33.56,49.56,7.35,64.12,pigeon_peas
42,70,20,35.34,54.23,6.62,12.45,pigeon_peas
36,66,18,34.89,51.89,7.18,30.78,pigeon_peas
118,22,30,32.45,62.34,5.82,52.12,coffee
122,18,28,31.78,60.56,6.18,58.34,coffee
115,25,32,33.12,64.45,5.48,45.67,coffee
125,20,26,32.56,61.23,5.95,62.78,coffee
112,24,34,31.34,63.78,6.35,48.12,coffee
120,16,30,33.45,59.67,5.72,55.45,coffee
128,22,28,32.12,65.12,6.08,40.78,coffee
110,26,32,31.89,62.45,5.58,68.12,coffee
124,18,26,33.34,60.34,5.88,52.45,coffee
116,20,34,32.67,63.56,6.28,38.78,coffee
122,24,30,31.45,61.78,5.68,56.12,coffee
114,14,28,33.78,64.23,6.12,48.45,coffee
126,22,32,32.23,59.45,5.42,64.78,coffee
118,26,26,31.56,62.67,5.92,42.12,coffee
112,18,34,33.12,65.34,6.38,50.45,coffee
120,20,30,32.89,60.12,5.78,58.78,coffee
128,24,28,31.23,63.45,6.22,36.12,coffee
110,16,32,33.67,61.56,5.52,66.45,coffee
124,22,26,32.34,64.78,5.98,44.78,coffee
116,26,34,31.78,59.23,6.32,48.12,coffee
122,18,30,33.45,62.12,5.62,54.45,coffee
114,20,28,32.12,65.45,6.18,40.78,coffee
126,24,32,31.34,60.67,5.48,62.12,coffee
118,14,26,33.78,63.34,5.88,46.45,coffee
112,22,34,32.56,61.23,6.28,50.78,coffee
120,26,30,31.67,64.56,5.72,56.12,coffee
128,18,28,33.23,59.78,6.08,34.45,coffee
110,20,32,32.89,62.89,5.58,68.78,coffee
124,24,26,31.45,65.12,5.95,42.12,coffee
116,16,34,33.56,60.45,6.35,52.45,coffee
122,22,30,32.23,63.23,5.68,58.78,coffee
114,26,28,31.78,61.67,6.12,38.12,coffee
126,18,32,33.34,64.45,5.42,64.45,coffee
118,20,26,32.67,59.56,5.92,46.78,coffee
112,24,34,31.12,62.34,6.38,54.12,coffee
120,14,30,33.78,65.78,5.78,48.45,coffee
128,22,28,32.45,60.23,6.22,32.78,coffee
110,26,32,31.56,63.67,5.52,66.12,coffee
124,18,26,33.12,61.45,5.98,44.45,coffee
116,20,34,32.34,64.12,6.28,52.78,coffee
122,24,30,31.89,59.34,5.62,56.12,coffee
114,16,28,33.45,62.56,6.08,36.45,coffee
126,22,32,32.12,65.23,5.48,62.78,coffee
118,26,26,31.34,60.78,5.88,50.12,coffee
112,18,34,33.67,63.45,6.35,48.45,coffee
120,20,30,32.78,61.12,5.72,54.78,coffee
128,24,28,31.23,64.67,6.12,30.12,coffee
110,14,32,33.34,59.89,5.55,70.45,coffee
